id,name,university,domain,depts,field,dupct,url
34639,Marcia Grabowecky,Northwestern University,northwestern.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.psychology.northwestern.edu/people/faculty/core/profiles/marcia-grabowecky.html
35225,Tracy C Davis,Northwestern University,northwestern.edu,Performance Studies</li><li>Theatre</li><li>Theatre Arts</li><li>Theatre and Dance</li><li>Culture and Performance Studies</li><li>Dramatic Art</li><li>Theater Studies</li><li>Theatre and Drama</li><li>Drama</li><li>Drama and Theatre,Theatre and Performance Studies,1,http://www.english.northwestern.edu/people/faculty/tracy-davis.html
35426,Audrey Begun,Ohio State University,osu.edu OR site:ohio-state.edu,Social Welfare</li><li>Social Work,Social Work,1,http://csw.osu.edu/about/faculty-staff/faculty-directory/begun-audrey-ph-d/
35561,Dana Haynie,Ohio State University,osu.edu OR site:ohio-state.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,https://sociology.osu.edu/people/haynie.7
35780,Ileana Rodriguez,Ohio State University,osu.edu OR site:ohio-state.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,1,https://comparativestudies.osu.edu/people/rodriguez.89
35848,Jeffrey T Lejeune,Ohio State University,osu.edu OR site:ohio-state.edu,Veterinary Microbiology and Preventative Medicine</li><li>Pathobiology</li><li>Veterinary Medicine</li><li>Veterinary Medical Science</li><li>Veterinary Pathology</li><li>Veterinary Clinical Sciences</li><li>Comparative and Veterinary Medicine</li><li>Veterinary Preventive Medicine</li><li>Veterinary Pathobiology</li><li>Veterinary Clinical Medicine,Veterinary Medicine,1,http://vet.osu.edu/lejeune-jeffrey-t
35970,Katherine Borland,Ohio State University,osu.edu OR site:ohio-state.edu,Performance Studies</li><li>Theatre</li><li>Theatre Arts</li><li>Theatre and Dance</li><li>Culture and Performance Studies</li><li>Dramatic Art</li><li>Theater Studies</li><li>Theatre and Drama</li><li>Drama</li><li>Drama and Theatre,Theatre and Performance Studies,1,https://cfs.osu.edu/people/borland-19
36037,Leslie Stoel,Ohio State University,osu.edu OR site:ohio-state.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://ehe.osu.edu/downloads/vitae/stoel.1.pdf
36120,Mary J Burkhard,Ohio State University,osu.edu OR site:ohio-state.edu,Veterinary Microbiology and Preventative Medicine</li><li>Pathobiology</li><li>Veterinary Medicine</li><li>Veterinary Medical Science</li><li>Veterinary Pathology</li><li>Veterinary Clinical Sciences</li><li>Comparative and Veterinary Medicine</li><li>Veterinary Preventive Medicine</li><li>Veterinary Pathobiology</li><li>Veterinary Clinical Medicine,Veterinary Medicine,1,http://vet.osu.edu/MaryJoBurkhard
36133,Maxey L Wellman,Ohio State University,osu.edu OR site:ohio-state.edu,Veterinary Microbiology and Preventative Medicine</li><li>Pathobiology</li><li>Veterinary Medicine</li><li>Veterinary Medical Science</li><li>Veterinary Pathology</li><li>Veterinary Clinical Sciences</li><li>Comparative and Veterinary Medicine</li><li>Veterinary Preventive Medicine</li><li>Veterinary Pathobiology</li><li>Veterinary Clinical Medicine,Veterinary Medicine,1,http://vet.osu.edu/MaxeyWellman
36289,Predrag Matejic,Ohio State University,osu.edu OR site:ohio-state.edu,Slavic Languages and Literatures</li><li>Central Eurasian Studies</li><li>Slavic Languages and Literatures and Linguistics</li><li>Slavic and East European Languages and Literatures</li><li>Slavic Linguistics</li><li>Baltic and Slavic Languages and Literatures,Slavic Languages and Societies,1,https://slavic.osu.edu/people/matejic.1
36378,Robert Scharff,Ohio State University,osu.edu OR site:ohio-state.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://fic.osu.edu/members/directory/s/scharff-robert.html
36402,Ruth Peterson,Ohio State University,osu.edu OR site:ohio-state.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,https://sociology.osu.edu/people/peterson.5
36518,Thomas E Wittum,Ohio State University,osu.edu OR site:ohio-state.edu,Veterinary Microbiology and Preventative Medicine</li><li>Pathobiology</li><li>Veterinary Medicine</li><li>Veterinary Medical Science</li><li>Veterinary Pathology</li><li>Veterinary Clinical Sciences</li><li>Comparative and Veterinary Medicine</li><li>Veterinary Preventive Medicine</li><li>Veterinary Pathobiology</li><li>Veterinary Clinical Medicine,Veterinary Medicine,1,https://esn.osu.edu/people/wittum.1
36562,Virginia Richardson,Ohio State University,osu.edu OR site:ohio-state.edu,Social Welfare</li><li>Social Work,Social Work,1,https://aaas.osu.edu/people/richardson.2
36787,Bruce I Turetsky,University of Pennsylvania,upenn.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.med.upenn.edu/stc/docs/turetsky_bio.pdf
37355,Justin Mcdaniel,University of Pennsylvania,upenn.edu,Religious Studies</li><li>Religion</li><li>Divinity</li><li>Buddhist Studies</li><li>Religion and Social Ethics,Religion,1,http://www.southasia.upenn.edu/people/mcdaniel
37440,Lauress L Wise,University of Pennsylvania,upenn.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://opim.wharton.upenn.edu/wise2004/sat612.pdf
37784,Robert A Schnoll,University of Pennsylvania,upenn.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://www.med.upenn.edu/apps/faculty/index.php/g275/p6751759
37899,Sigal R B Porath,University of Pennsylvania,upenn.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,https://scholar.gse.upenn.edu/ben-porath
37970,Thomas Daniels,University of Pennsylvania,upenn.edu,"City and Regional Planning</li><li>Environmental Design and Planning</li><li>Urban Design and Planning</li><li>Built Environment</li><li>Planning, Policy and Design</li><li>Community and Regional Planning</li><li>Planning and Real Estate Development</li><li>Regional Planning</li><li>Planning, Design and Construction</li><li>Regional School","Urban, Community and Regional Planning",1,http://www.design.upenn.edu/city-regional-planning/graduate/people/tom-daniels
37999,Toorjo Ghose,University of Pennsylvania,upenn.edu,Social Welfare</li><li>Social Work,Social Work,1,http://www.sp2.upenn.edu/app/uploads/2014/07/ghose.pdf
38221,Clark Chilson,University of Pittsburgh,pitt.edu,Religious Studies</li><li>Religion</li><li>Divinity</li><li>Buddhist Studies</li><li>Religion and Social Ethics,Religion,1,http://www.religiousstudies.pitt.edu/faculty/clarkchilson.php
38246,David J Birnbaum,University of Pittsburgh,pitt.edu,Slavic Languages and Literatures</li><li>Central Eurasian Studies</li><li>Slavic Languages and Literatures and Linguistics</li><li>Slavic and East European Languages and Literatures</li><li>Slavic Linguistics</li><li>Baltic and Slavic Languages and Literatures,Slavic Languages and Societies,1,http://www.slavic.pitt.edu/node/283
38468,John Levine,University of Pittsburgh,pitt.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.lrdc.pitt.edu/people/person-detail.asp?Dir_id=39
38527,Kelliann Davis,University of Pittsburgh,pitt.edu,Occupational Science</li><li>Human Movement Science</li><li>Biokinesiology and Physical Therapy</li><li>Rehabilitation Science</li><li>Biokinesiology</li><li>Rehabilitation Psychology</li><li>Health and Rehabilitation Sciences</li><li>Occupational Therapy</li><li>Rehabilitation Counselor Education</li><li>Physical Rehabilitation Science,Rehabilitation and Therapy,1,http://www.education.pitt.edu/people/profile.aspx?f=KelliannDavis
38696,Noreen B Garman,University of Pittsburgh,pitt.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://www.crsp.pitt.edu/person/noreen-b-garman-phd
38985,Adam Meirowitz,Princeton University,princeton.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,https://www.princeton.edu/~ameirowi/
39002,Alex Todorov,Princeton University,princeton.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,https://pni.princeton.edu/faculty/alexander-todorov
39043,Andrew R Conway,Princeton University,princeton.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://pni.princeton.edu/faculty/andrew-conway
39500,Kristopher W Ramsay,Princeton University,princeton.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,https://www.princeton.edu/politics/people/display_person.xml?netid=kramsay
39686,Paul Starr,Princeton University,princeton.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,https://www.princeton.edu/~starr/
40269,Bruce A Craig,Purdue University,purdue.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://www.stat.purdue.edu/~bacraig/
40535,David B Dunson,Purdue University,purdue.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,https://www.stat.purdue.edu/jobsdat/27f58022ad391797f532337488b85229.pdf
40625,Dev Niyogi,Purdue University,purdue.edu,"Oceanography</li><li>Atmospheric Sciences</li><li>Earth and Atmospheric Sciences</li><li>Earth, Atmospheric and Planetary Sciences</li><li>Earth and Ocean Sciences</li><li>Earth, Ocean and Atmospheric Science</li><li>Atmospheric and Oceanic Sciences</li><li>Ocean Sciences</li><li>Meteorology",Oceanography and Atmospheric Sciences and Meteorology,2,http://www.eaps.purdue.edu/people/faculty-pages/niyogi.html
40704,E J Capaldi,Purdue University,purdue.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www2.psych.purdue.edu/Learning_memory/capaldi.htm
41130,James M Lebreton,Purdue University,purdue.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.purdue.edu/hhs/psy/about/directory/faculty/LeBreton_James.php
41558,Kyungsoo Oh,Purdue University,purdue.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,2,http://www.purdue.edu/newsroom/faculty/2011/110408BOTPromotions.html
41719,Margaret Keiley,Purdue University,purdue.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://news.uns.purdue.edu/html3month/1998/981204.Best.bets.html
41801,Mary E Bock,Purdue University,purdue.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://www.stat.purdue.edu/people/faculty/mbock/
41909,Michael Y Zhu,Purdue University,purdue.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://www.stat.purdue.edu/~yuzhu/
42108,Paula Y Goodwin,Purdue University,purdue.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,https://collaborate.education.purdue.edu/edci/docs/Faculty%20CVs/Phillion.doc
42444,Sarah Mustillo,Purdue University,purdue.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.purdue.edu/aging/documents/vita/SarahMustillo-2013.pdf
43242,Debra Street,State University of New York Buffalo,buffalo.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.buffalo.edu/directory/user/dastreet?query=st&affiliation=&qualifier=general&perpage=10&start=210
43280,Eduardo M Iii,State University of New York Buffalo,buffalo.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://psychology.buffalo.edu/about-us/faculty/mercado/
43460,Janice Hastrup,State University of New York Buffalo,buffalo.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://wings.buffalo.edu/psychology/jhastrup/
43496,Jerry B Richards,State University of New York Buffalo,buffalo.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.buffalo.edu/ria/staff/scientists/jrichards.html
44443,Daniel A Jones,University of Texas Austin,utexas.edu,Performance Studies</li><li>Theatre</li><li>Theatre Arts</li><li>Theatre and Dance</li><li>Culture and Performance Studies</li><li>Dramatic Art</li><li>Theater Studies</li><li>Theatre and Drama</li><li>Drama</li><li>Drama and Theatre,Theatre and Performance Studies,1,http://www.mccombs.utexas.edu/Home/Centers/EMIC/Speakers-for-Conferences/Dan-Jones
44466,David Birdsong,University of Texas Austin,utexas.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,1,http://utexas.edu/cola/depts/frenchitalian/faculty/dpb
44739,J J Lagowski,University of Texas Austin,utexas.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://www.utexas.edu/research/chemed/lagowski/jjl.html
44766,James Nicolopulos,University of Texas Austin,utexas.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,1,http://www.utexas.edu/faculty/council/2011-2012/memorials/nicolopulos.html
44934,Karrie Shogren,University of Texas Austin,utexas.edu,Special Education</li><li>Special Education and Rehabilitation</li><li>Education - Special Education,Special Education and Teaching,1,http://ddce.utexas.edu/disability/wp-content/uploads/2013/03/ClockAwardMasterList-Fall-2014.pdf
44943,Keffrelyn Brown,University of Texas Austin,utexas.edu,"Education, Curriculum and Instruction</li><li>Curriculum and Instruction</li><li>Learning and Instruction</li><li>Curriculum, Instruction and Teacher Education</li><li>Instruction and Learning</li><li>Instruction and Learning, Early Intervention",Curriculum and Instruction,2,http://www.edb.utexas.edu/education/departments/ci/about/faculty/brown_k/
45100,Mark Smith,University of Texas Austin,utexas.edu,Social Welfare</li><li>Social Work,Social Work,1,http://www.utexas.edu/experts/mark_smith
45207,Natasha S Beretvas,University of Texas Austin,utexas.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://www.utexas.edu/cola/prc/directory/faculty/profile.php?id=snb4267
45324,Renita Coleman,University of Texas Austin,utexas.edu,Communication</li><li>Communication Studies</li><li>Journalism</li><li>Mass Communications</li><li>Technology</li><li>Journalism and Mass Communication</li><li>Communication and Culture</li><li>Mass Communications and Telecommunications</li><li>Social and Cultural Analysis</li><li>Cultural Studies</li><li>Social Thought</li><li>Communication Arts and Sciences - Media and Information Studies</li><li>Communication Arts</li><li>Philanthropic Studies,Communication,2,http://journalism.utexas.edu/faculty/renita-coleman
45443,Sharmila Rudrappa,University of Texas Austin,utexas.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.utexas.edu/cola/southasia/faculty/profile.php?id=rudrappa
45689,Alan Canner,University of Colorado Boulder,colorado.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://lawweb.colorado.edu/profiles/profile.jsp?id=186
45810,Arne Beck,University of Colorado Boulder,colorado.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://artsandsciences.colorado.edu/magazine/2014/12/web-based-mindfulness-therapy-shows-promise-in-treating-depression/
45985,Christine Woodworth,University of Colorado Boulder,colorado.edu,Performance Studies</li><li>Theatre</li><li>Theatre Arts</li><li>Theatre and Dance</li><li>Culture and Performance Studies</li><li>Dramatic Art</li><li>Theater Studies</li><li>Theatre and Drama</li><li>Drama</li><li>Drama and Theatre,Theatre and Performance Studies,1,http://www.colorado.edu/UCB/Directories/userpages/ucsub.colorado.edu.html
46014,Clinton Sanders,University of Colorado Boulder,colorado.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://sociology.colorado.edu/sites/default/files/4017E-Vermilya.pdf
46193,Donald Weatherley,University of Colorado Boulder,colorado.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://psych.colorado.edu/~clinical/weatherley/
46625,Jody L Tanabe,University of Colorado Boulder,colorado.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://psych.colorado.edu/~mbanich/p/Krmpotich2013.pdf
46951,Lori Peek,University of Colorado Boulder,colorado.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.colorado.edu/hazards/workshop/2014/speakers/peek.html
